vendor_id,session_id,relationship,relationship_detail
V03,0434,stranger,stranger
V03,0224,stranger,stranger
V03,0314,stranger,stranger
V03,0361,stranger,stranger
V03,0484,stranger,stranger
V03,0321,familiar,familiar-generic
V03,0410,stranger,stranger
V03,0421,stranger,stranger
V03,0243,stranger,stranger
V03,0358,stranger,stranger
V03,0435,familiar,coworkers
V03,0368,familiar,familiar-generic
V03,0350,stranger,stranger
V03,0360,stranger,stranger
V03,0432,stranger,stranger
V03,0438,stranger,stranger
V03,0441,familiar,familiar-generic
V03,0359,stranger,stranger
V03,0443,stranger,stranger
V03,0439,familiar,familiar-generic
V03,0437,stranger,stranger
V03,0478,stranger,stranger
V03,0294,stranger,stranger
V03,0486,stranger,stranger
V03,0436,stranger,stranger
V03,0440,stranger,stranger
V03,0458,stranger,stranger
V03,0300,stranger,stranger
V03,0457,familiar,familiar-generic
V03,0053,stranger,stranger
V03,0446,stranger,stranger
V03,0052,stranger,stranger
V03,0050,familiar,coworkers
V03,0455,stranger,stranger
V03,0041,stranger,stranger
V03,0051,stranger,stranger
V03,0444,stranger,stranger
V03,1654,stranger,stranger
V03,0451,familiar,familiar-generic
V03,0049,stranger,stranger
V03,1651,familiar,friends
V03,1652,familiar,family-generic
V03,1653,familiar,friends
V03,0447,stranger,stranger
V03,0448,stranger,stranger
V03,0459,stranger,stranger
V03,0442,stranger,stranger
V03,1650,familiar,friends
V03,1648,stranger,stranger
V03,0452,stranger,stranger
V03,1640,stranger,stranger
V03,1624,stranger,stranger
V03,0450,stranger,stranger
V03,0449,familiar,coworkers
V03,1622,familiar,friends
V03,1617,stranger,stranger
V03,0445,stranger,stranger
V03,1618,familiar,friends
V03,1615,familiar,friends
V03,1616,familiar,friends
V03,1645,familiar,friends
V03,1625,familiar,friends
V03,1586,stranger,stranger
V03,1621,stranger,stranger
V03,1626,familiar,friends
V03,1644,familiar,coworkers
V03,1597,familiar,familiar-generic
V03,1676,familiar,coworkers
V03,1526,familiar,familiar-generic
V03,0456,stranger,stranger
V03,1612,stranger,stranger
V03,1527,familiar,familiar-generic
V03,1667,stranger,stranger
V03,1525,familiar,familiar-generic
V03,1524,stranger,stranger
V03,0454,stranger,stranger
V03,1528,familiar,familiar-generic
V03,1523,familiar,friends
V03,1522,familiar,friends
V03,1656,familiar,friends
V03,1519,stranger,stranger
V03,1512,familiar,familiar-generic
V03,1655,stranger,stranger
V03,1517,familiar,familiar-generic
V03,1520,familiar,familiar-generic
V03,1518,familiar,friends
V03,1515,familiar,familiar-generic
V03,1649,stranger,stranger
V03,1619,familiar,friends
V03,1521,stranger,stranger
V03,1641,stranger,stranger
V03,1646,familiar,coworkers
V03,1514,familiar,familiar-generic
V03,1608,familiar,friends
V03,1516,familiar,familiar-generic
V03,1510,familiar,familiar-generic
V03,0055,familiar,familiar-generic
V03,1507,familiar,familiar-generic
V03,1643,familiar,coworkers
V03,1511,familiar,familiar-generic
V03,0056,stranger,stranger
V03,1642,familiar,coworkers
V03,0057,stranger,stranger
V03,1513,familiar,familiar-generic
V03,0054,stranger,stranger
V03,0072,stranger,stranger
V03,0064,stranger,stranger
V03,0070,stranger,stranger
V03,2149,familiar,coworkers
V03,1666,stranger,stranger
V03,2148,familiar,friends
V03,0065,stranger,stranger
V03,0068,stranger,stranger
V03,0066,stranger,stranger
V03,0062,stranger,stranger
V03,0067,stranger,stranger
V03,1375,familiar,parent_child
V03,2151,familiar,friends
V03,1049,stranger,stranger
V03,1424,familiar,familiar-generic
V03,0063,stranger,stranger
V03,0061,stranger,stranger
V03,0075,stranger,stranger
V03,0077,stranger,stranger
V03,0078,stranger,stranger
V03,0076,familiar,coworkers
V03,0079,stranger,stranger
V03,0080,stranger,stranger
V03,0083,familiar,familiar-generic
V03,0081,stranger,stranger
V03,0162,stranger,stranger
V03,0177,stranger,stranger
V03,0161,stranger,stranger
V03,0167,stranger,stranger
V03,0082,stranger,stranger
V03,0084,stranger,stranger
V03,0165,stranger,stranger
V03,0164,stranger,stranger
V03,0237,stranger,stranger
V03,0178,familiar,dating/spouse/romantic_partner
V03,0166,familiar,siblings
V03,0169,familiar,familiar-generic
V03,0207,stranger,stranger
V03,0241,stranger,stranger
V03,0227,stranger,stranger
V03,0183,familiar,familiar-generic
V03,0229,stranger,stranger
V03,0179,familiar,familiar-generic
V03,0240,stranger,stranger
V03,0226,stranger,stranger
V03,0206,stranger,stranger
V03,0174,stranger,stranger
V03,0173,stranger,stranger
V03,0172,familiar,familiar-generic
V03,0163,familiar,friends
V03,0239,stranger,stranger
V03,0225,familiar,dating/spouse/romantic_partner
V03,0168,stranger,stranger
V03,0219,stranger,stranger
V03,0221,stranger,stranger
V03,0208,stranger,stranger
V03,1158,stranger,stranger
V03,0238,stranger,stranger
V03,0220,stranger,stranger
V03,0205,stranger,stranger
V03,1156,stranger,stranger
V03,0170,stranger,stranger
V03,1085,stranger,stranger
V03,1149,stranger,stranger
V03,1084,familiar,familiar-generic
V03,1148,stranger,stranger
V03,1086,stranger,stranger
V03,1150,stranger,stranger
V03,1152,stranger,stranger
V03,0175,stranger,stranger
V03,1147,stranger,stranger
V03,1146,stranger,stranger
V03,1083,stranger,stranger
V03,1154,stranger,stranger
V03,1155,stranger,stranger
V03,1153,stranger,stranger
V03,1157,stranger,stranger
V03,1151,stranger,stranger
V03,0277,stranger,stranger
V03,0273,familiar,familiar-generic
V03,0271,stranger,stranger
V03,0275,stranger,stranger
V03,0272,stranger,stranger
V03,0264,stranger,stranger
V03,0281,familiar,familiar-generic
V03,0210,familiar,parent_child
V03,0242,stranger,stranger
V03,0259,stranger,stranger
V03,0276,stranger,stranger
V03,0228,stranger,stranger
V03,0257,stranger,stranger
V03,0285,stranger,stranger
V03,0251,stranger,stranger
V03,0247,stranger,stranger
V03,0231,stranger,stranger
V03,0233,stranger,stranger
V03,0270,familiar,dating/spouse/romantic_partner
V03,0261,familiar,familiar-generic
V03,0212,familiar,parent_child
V03,0250,stranger,stranger
V03,0176,familiar,familiar-generic
V03,0232,stranger,stranger
V03,0217,stranger,stranger
V03,0258,stranger,stranger
V03,0282,stranger,stranger
V03,0262,stranger,stranger
V03,0209,stranger,stranger
V03,0253,stranger,stranger
V03,0213,familiar,familiar-generic
V03,0263,stranger,stranger
V03,0252,familiar,dating/spouse/romantic_partner
V03,0211,stranger,stranger
V03,0144,stranger,stranger
V03,0256,familiar,familiar-generic
V03,0214,stranger,stranger
V03,1695,familiar,coworkers
V03,0260,stranger,stranger
V03,0268,familiar,familiar-generic
V03,0254,stranger,stranger
V03,0255,stranger,stranger
V03,1463,stranger,stranger
V03,0269,stranger,stranger
V03,0215,familiar,friends
V03,1802,familiar,coworkers
V03,1742,stranger,stranger
V03,1675,familiar,coworkers
V03,0216,stranger,stranger
V03,1787,stranger,stranger
V03,1788,familiar,coworkers
V03,0286,stranger,stranger
V03,1634,stranger,stranger
V03,1620,familiar,coworkers
V03,1781,familiar,friends
V03,1785,familiar,coworkers
V03,1704,familiar,coworkers
V03,1754,familiar,coworkers
V03,1462,familiar,coworkers
V03,0230,stranger,stranger
V03,1740,familiar,coworkers
V03,1786,familiar,coworkers
V03,1459,stranger,stranger
V03,1738,familiar,friends
V03,1684,stranger,stranger
V03,1460,familiar,coworkers
V03,1694,stranger,stranger
V03,1688,familiar,coworkers
V03,1702,familiar,coworkers
V03,1757,familiar,friends
V03,1759,stranger,stranger
V03,1461,familiar,coworkers
V03,1637,stranger,stranger
V03,1789,familiar,dating/spouse/romantic_partner
V03,1635,familiar,coworkers
V03,1766,stranger,stranger
V03,1782,familiar,coworkers
V03,1636,stranger,stranger
V03,1733,stranger,stranger
V03,1703,familiar,friends
V03,1760,familiar,family-generic
V03,1833,familiar,friends
V03,1784,familiar,coworkers
V03,1638,familiar,coworkers
V03,1682,familiar,coworkers
V03,1761,stranger,stranger
V03,1683,stranger,stranger
V03,1687,familiar,friends
V03,1685,familiar,friends
V03,1689,stranger,stranger
V03,1686,stranger,stranger
V03,1698,familiar,coworkers
V03,1691,stranger,stranger
V03,1699,familiar,friends
V03,1693,familiar,coworkers
V03,1803,familiar,friends
V03,1762,stranger,stranger
V03,1705,stranger,stranger
V03,1743,familiar,coworkers
V03,1697,familiar,friends
V03,1690,familiar,friends
V03,1696,familiar,coworkers
V03,1736,stranger,stranger
V03,1712,familiar,coworkers
V03,1700,familiar,friends
V03,1692,stranger,stranger
V03,1678,familiar,friends
V03,1790,familiar,friends
V03,1735,stranger,stranger
V03,1737,familiar,friends
V03,1739,stranger,stranger
V03,1677,stranger,stranger
V03,1745,familiar,coworkers
V03,1680,familiar,friends
V03,1744,familiar,coworkers
V03,1681,familiar,friends
V03,1679,familiar,friends
V03,1734,familiar,friends
V03,1752,stranger,stranger
V03,1741,familiar,friends
V03,1731,familiar,friends
V03,1706,stranger,stranger
V03,1763,familiar,friends
V03,1758,familiar,friends
V03,1753,familiar,friends
V03,1755,familiar,friends
V03,1780,familiar,friends
V03,1764,stranger,stranger
V03,1765,stranger,stranger
V03,1834,familiar,friends
V03,1732,stranger,stranger
V03,1804,familiar,friends
V03,0346,stranger,stranger
V03,1836,familiar,friends
V03,1835,familiar,friends
V03,0390,stranger,stranger
V03,0357,stranger,stranger
V03,0349,familiar,familiar-generic
V03,0355,stranger,stranger
V03,0388,stranger,stranger
V03,0389,stranger,stranger
V03,0280,stranger,stranger
V03,0369,stranger,stranger
V03,0376,stranger,stranger
V03,0266,stranger,stranger
V03,0381,stranger,stranger
V03,0377,stranger,stranger
V03,0347,stranger,stranger
V03,0352,stranger,stranger
V03,0378,stranger,stranger
V03,0384,familiar,coworkers
V03,1751,familiar,friends
V03,0379,stranger,stranger
V03,0267,stranger,stranger
V03,2139,familiar,coworkers
V03,0385,stranger,stranger
V03,0380,stranger,stranger
V03,0244,stranger,stranger
V03,0382,stranger,stranger
V03,2140,familiar,coworkers
V03,0265,stranger,stranger
V03,0386,stranger,stranger
V03,0383,stranger,stranger
V03,2131,familiar,friends
V03,2132,familiar,friends
V03,2136,familiar,friends
V03,2130,familiar,friends
V03,2129,familiar,friends
V03,0414,stranger,stranger
V03,2133,familiar,coworkers
V03,0345,stranger,stranger
V03,2125,familiar,friends
V03,2138,familiar,coworkers
V03,2120,familiar,friends
V03,2137,familiar,coworkers
V03,2122,familiar,friends
V03,2127,familiar,friends
V03,2134,familiar,coworkers
V03,2107,familiar,friends
V03,2106,familiar,coworkers
V03,2124,familiar,friends
V03,2099,familiar,coworkers
V03,2105,familiar,friends
V03,2096,familiar,coworkers
V03,2093,familiar,friends
V03,2119,familiar,friends
V03,2126,familiar,friends
V03,0367,stranger,stranger
V03,2032,familiar,friends
V03,2034,familiar,friends
V03,2027,familiar,friends
V03,2026,familiar,friends
V03,1980,familiar,coworkers
V03,2029,familiar,friends
V03,2043,familiar,coworkers
V03,2033,familiar,friends
V03,1915,familiar,friends
V03,1981,familiar,friends
V03,1917,familiar,friends
V03,1958,familiar,family-generic
V03,1913,familiar,friends
V03,0330,stranger,stranger
V03,1906,familiar,coworkers
V03,2021,familiar,coworkers
V03,2030,familiar,friends
V03,1976,familiar,coworkers
V03,1897,familiar,friends
V03,1901,familiar,coworkers
V03,1909,familiar,coworkers
V03,1893,familiar,friends
V03,1895,familiar,friends
V03,1891,familiar,coworkers
V03,1904,familiar,friends
V03,1894,familiar,friends
V03,1888,familiar,coworkers
V03,1872,familiar,friends
V03,1886,familiar,friends
V03,1874,familiar,friends
V03,1889,familiar,coworkers
V03,1892,familiar,friends
V03,1911,familiar,friends
V03,1865,familiar,friends
V03,1468,stranger,stranger
V03,1870,familiar,friends
V03,1867,familiar,friends
V03,1470,stranger,stranger
V03,1866,familiar,friends
V03,1186,stranger,stranger
V03,1863,familiar,friends
V03,1817,stranger,stranger
V03,1441,stranger,stranger
V03,1476,stranger,stranger
V03,1434,stranger,stranger
V03,2025,familiar,friends
V03,1579,familiar,coworkers
V03,1450,stranger,stranger
V03,1473,familiar,familiar-generic
V03,1439,stranger,stranger
V03,1474,stranger,stranger
V03,2101,familiar,coworkers
V03,1495,familiar,familiar-generic
V03,1431,stranger,stranger
V03,1440,familiar,friends
V03,1046,stranger,stranger
V03,1408,stranger,stranger
V03,1555,familiar,friends
V03,1562,familiar,coworkers
V03,1639,familiar,coworkers
V03,1197,stranger,stranger
V03,1420,familiar,familiar-generic
V03,1472,familiar,coworkers
V03,1397,stranger,stranger
V03,1912,familiar,friends
V03,1416,stranger,stranger
V03,2098,familiar,friends
V03,1808,familiar,friends
V03,1591,familiar,friends
V03,1392,stranger,stranger
V03,2142,familiar,coworkers
V03,1444,familiar,friends
V03,1747,familiar,friends
V03,1569,familiar,coworkers
V03,1435,stranger,stranger
V03,1294,stranger,stranger
V03,1043,stranger,stranger
V03,1566,familiar,coworkers
V03,1583,stranger,stranger
V03,1390,stranger,stranger
V03,1447,familiar,familiar-generic
V03,1585,familiar,friends
V03,1396,stranger,stranger
V03,1394,stranger,stranger
V03,1822,familiar,coworkers
V03,1549,stranger,stranger
V03,1199,stranger,stranger
V03,1437,stranger,stranger
V03,0912,stranger,stranger
V03,1916,familiar,friends
V03,1287,stranger,stranger
V03,2031,familiar,friends
V03,1832,familiar,coworkers
V03,1412,stranger,stranger
V03,1295,stranger,stranger
V03,1465,stranger,stranger
V03,1436,stranger,stranger
V03,1368,familiar,familiar-generic
V03,1565,stranger,stranger
V03,1530,stranger,stranger
V03,1265,stranger,stranger
V03,1264,stranger,stranger
V03,1838,stranger,stranger
V03,2121,familiar,friends
V03,1464,stranger,stranger
V03,1336,stranger,stranger
V03,1471,stranger,stranger
V03,2144,familiar,coworkers
V03,1826,familiar,familiar-generic
V03,1542,familiar,friends
V03,1433,stranger,stranger
V03,1445,familiar,friends
V03,1048,familiar,familiar-generic
V03,1275,stranger,stranger
V03,1104,stranger,stranger
V03,1201,stranger,stranger
V03,0071,stranger,stranger
V03,1195,stranger,stranger
V03,1890,stranger,stranger
V03,1038,stranger,stranger
V03,1623,stranger,stranger
V03,1194,stranger,stranger
V03,1506,familiar,familiar-generic
V03,1267,stranger,stranger
V03,1033,stranger,stranger
V03,1541,stranger,stranger
V03,1198,familiar,coworkers
V03,1859,familiar,friends
V03,1426,stranger,stranger
V03,1750,familiar,coworkers
V03,1614,familiar,familiar-generic
V03,0996,stranger,stranger
V03,1438,stranger,stranger
V03,1475,stranger,stranger
V03,2102,familiar,friends
V03,0513,stranger,stranger
V03,0069,stranger,stranger
V03,1896,familiar,friends
V03,1303,stranger,stranger
V03,1560,familiar,familiar-generic
V03,1183,stranger,stranger
V03,1167,familiar,familiar-generic
V03,1557,stranger,stranger
V03,1505,stranger,stranger
V03,1914,familiar,friends
V03,1749,familiar,friends
V03,2092,familiar,friends
V03,2094,familiar,friends
V03,1165,stranger,stranger
V03,1078,stranger,stranger
V03,0188,familiar,familiar-generic
V03,1407,stranger,stranger
V03,1395,stranger,stranger
V03,1255,stranger,stranger
V03,1573,stranger,stranger
V03,1711,stranger,stranger
V03,1837,familiar,coworkers
V03,1449,familiar,familiar-generic
V03,1842,familiar,coworkers
V03,1040,familiar,familiar-generic
V03,1592,familiar,friends
V03,0461,stranger,stranger
V03,1811,familiar,friends
V03,1861,familiar,friends
V03,1466,stranger,stranger
V03,1814,stranger,stranger
V03,2100,familiar,coworkers
V03,1164,stranger,stranger
V03,1673,stranger,stranger
V03,1428,stranger,stranger
V03,2022,familiar,friends
V03,1161,stranger,stranger
V03,1393,stranger,stranger
V03,1103,stranger,stranger
V03,1824,familiar,family-generic
V03,1953,familiar,friends
V03,1825,familiar,friends
V03,1191,stranger,stranger
V03,2146,familiar,coworkers
V03,1184,stranger,stranger
V03,1203,stranger,stranger
V03,1448,stranger,stranger
V03,1477,stranger,stranger
V03,1337,stranger,stranger
V03,1446,familiar,coworkers
V03,2095,familiar,coworkers
V03,1567,stranger,stranger
V03,1978,familiar,coworkers
V03,1162,stranger,stranger
V03,1185,stranger,stranger
V03,1455,stranger,stranger
V03,1498,familiar,familiar-generic
V03,1192,stranger,stranger
V03,1887,familiar,coworkers
V03,1427,stranger,stranger
V03,1335,stranger,stranger
V03,2143,familiar,friends
V03,1266,stranger,stranger
V03,1871,familiar,friends
V03,1243,stranger,stranger
V03,0189,stranger,stranger
V03,0995,stranger,stranger
V03,1927,familiar,coworkers
V03,1553,familiar,friends
V03,1430,stranger,stranger
V03,1595,familiar,coworkers
V03,1481,stranger,stranger
V03,1160,stranger,stranger
V03,1489,stranger,stranger
V03,1200,stranger,stranger
V03,1869,familiar,coworkers
V03,1854,familiar,coworkers
V03,2024,familiar,friends
V03,1580,familiar,coworkers
V03,1550,stranger,stranger
V03,2104,familiar,friends
V03,1508,familiar,familiar-generic
V03,1496,familiar,familiar-generic
V03,1196,stranger,stranger
V03,1855,stranger,stranger
V03,1910,familiar,coworkers
V03,1701,familiar,coworkers
V03,1809,stranger,stranger
V03,2103,familiar,coworkers
V03,1844,familiar,friends
V03,1501,familiar,familiar-generic
V03,1500,familiar,familiar-generic
V03,1846,familiar,friends
V03,1504,familiar,familiar-generic
V03,1818,familiar,coworkers
V03,2135,familiar,familiar-generic
V03,1779,familiar,friends
V03,1499,familiar,familiar-generic
V03,1502,stranger,stranger
V03,1509,familiar,familiar-generic
V03,2128,familiar,friends
V03,1534,stranger,stranger
V03,1531,stranger,stranger
V03,1829,stranger,stranger
V03,1469,familiar,coworkers
V03,1746,familiar,coworkers
V03,1533,stranger,stranger
V03,1535,stranger,stranger
V03,1537,stranger,stranger
V03,1536,stranger,stranger
V03,1432,stranger,stranger
V03,1601,stranger,stranger
V03,1714,familiar,coworkers
V03,1538,familiar,coworkers
V03,1831,stranger,stranger
V03,1674,familiar,coworkers
V03,1497,familiar,familiar-generic
V03,1979,familiar,coworkers
V03,1551,familiar,friends
V03,2141,familiar,friends
V03,1548,familiar,friends
V03,2123,familiar,friends
V03,1849,familiar,coworkers
V03,1163,stranger,stranger
V03,1202,stranger,stranger
V03,1554,stranger,stranger
V03,1552,stranger,stranger
V03,1558,familiar,friends
V03,1905,familiar,coworkers
V03,1429,stranger,stranger
V03,1556,stranger,stranger
V03,1321,familiar,coworkers
V03,1581,familiar,coworkers
V03,1561,familiar,coworkers
V03,1539,stranger,stranger
V03,1559,familiar,familiar-generic
V03,1532,stranger,stranger
V03,1564,familiar,coworkers
V03,1902,familiar,coworkers
V03,1398,stranger,stranger
V03,1907,familiar,coworkers
V03,1590,familiar,dating/spouse/romantic_partner
V03,1563,familiar,coworkers
V03,1594,familiar,coworkers
V03,1860,familiar,friends
V03,2097,familiar,friends
V03,1819,stranger,stranger
V03,1599,familiar,coworkers
V03,1613,familiar,familiar-generic
V03,1611,familiar,friends
V03,1668,familiar,coworkers
V03,1467,stranger,stranger
V03,1778,familiar,coworkers
V03,1670,familiar,familiar-generic
V03,1672,familiar,coworkers
V03,1748,familiar,friends
V03,1671,familiar,coworkers
V03,1807,familiar,coworkers
V03,1813,familiar,friends
V03,1812,familiar,coworkers
V03,1669,familiar,coworkers
V03,1815,familiar,friends
V03,1810,stranger,stranger
V03,1816,familiar,coworkers
V03,1713,familiar,coworkers
V03,1806,stranger,stranger
V03,1899,familiar,coworkers
V03,1862,familiar,friends
V03,1820,familiar,coworkers
V03,1821,familiar,friends
V03,2028,familiar,friends
V03,2047,familiar,friends
V03,1077,stranger,stranger
V03,1828,stranger,stranger
V03,1856,familiar,friends
V03,1827,stranger,stranger
V03,1839,familiar,friends
V03,0676,familiar,familiar-generic
V03,1830,familiar,friends
V03,1823,familiar,coworkers
V03,1853,familiar,coworkers
V03,1843,stranger,stranger
V03,1868,familiar,friends
V03,1540,familiar,coworkers
V03,1852,familiar,friends
V03,1857,familiar,friends
V03,1503,stranger,stranger
V03,0246,stranger,stranger
V03,1850,familiar,coworkers
V03,1570,familiar,siblings
V03,1858,familiar,friends
V03,0639,stranger,stranger
V03,0651,familiar,coworkers
V03,0646,stranger,stranger
V03,0429,familiar,familiar-generic
V03,0291,familiar,familiar-generic
V03,0767,stranger,stranger
V03,0769,familiar,familiar-generic
V03,0717,familiar,familiar-generic
V03,0711,stranger,stranger
V03,0677,stranger,stranger
V03,0714,familiar,familiar-generic
V03,0712,stranger,stranger
V03,0692,stranger,stranger
V03,0699,stranger,stranger
V03,0698,familiar,coworkers
V03,0696,stranger,stranger
V03,0768,familiar,familiar-generic
V03,0766,stranger,stranger
V03,0693,familiar,familiar-generic
V03,0697,familiar,coworkers
V03,0691,stranger,stranger
V03,0707,stranger,stranger
V03,0700,stranger,stranger
V03,0702,familiar,coworkers
V03,0704,stranger,stranger
V03,0705,stranger,stranger
V03,0709,familiar,familiar-generic
V03,0706,stranger,stranger
V03,0708,familiar,familiar-generic
V03,0725,stranger,stranger
V03,0763,familiar,familiar-generic
V03,0701,stranger,stranger
V03,0703,stranger,stranger
V03,0710,stranger,stranger
V03,0718,familiar,familiar-generic
V03,0764,stranger,stranger
V03,0716,stranger,stranger
V03,0694,stranger,stranger
V03,0715,stranger,stranger
V03,0964,stranger,stranger
V03,0966,stranger,stranger
V03,0962,stranger,stranger
V03,0959,stranger,stranger
V03,0967,stranger,stranger
V00,0922,familiar,friends
V00,0919,familiar,friends
V00,0923,stranger,stranger
V00,0918,familiar,friends
V03,0969,stranger,stranger
V00,0900,stranger,stranger
V03,0968,stranger,stranger
V00,0903,familiar,friends
V00,0899,stranger,stranger
V00,0917,stranger,stranger
V00,0896,familiar,family-generic
V00,0892,stranger,stranger
V00,0890,stranger,stranger
V00,0894,stranger,stranger
V03,0955,stranger,stranger
V00,0898,stranger,stranger
V03,0958,stranger,stranger
V00,0893,stranger,stranger
V00,0921,stranger,stranger
V00,0920,familiar,friends
V00,0901,familiar,family-generic
V00,0891,stranger,stranger
V03,0957,stranger,stranger
V00,0904,stranger,stranger
V00,0906,stranger,stranger
V00,0916,familiar,friends
V00,0908,stranger,stranger
V00,0905,stranger,stranger
V00,0895,stranger,stranger
V03,0953,stranger,stranger
V00,0888,stranger,stranger
V00,0911,familiar,friends
V00,0897,stranger,stranger
V00,0910,stranger,stranger
V00,0909,stranger,stranger
V00,0907,familiar,friends
V00,0889,stranger,stranger
V00,0915,familiar,friends
V00,0913,familiar,friends
V00,0886,familiar,friends
V00,0882,stranger,stranger
V00,0912,familiar,friends
V03,0970,stranger,stranger
V00,0881,stranger,stranger
V00,0863,stranger,stranger
V03,0965,stranger,stranger
V00,0902,stranger,stranger
V00,0874,stranger,stranger
V00,0864,stranger,stranger
V00,0884,stranger,stranger
V00,0859,stranger,stranger
V03,0963,stranger,stranger
V03,0961,stranger,stranger
V00,0866,familiar,friends
V00,0862,stranger,stranger
V00,0883,familiar,friends
V00,0853,stranger,stranger
V00,0880,familiar,family-generic
V00,0860,familiar,family-generic
V00,0854,stranger,stranger
V00,0879,stranger,stranger
V00,0869,stranger,stranger
V00,0871,stranger,stranger
V00,0914,stranger,stranger
V00,0857,stranger,stranger
V00,0887,stranger,stranger
V00,0855,stranger,stranger
V00,0867,stranger,stranger
V00,0852,stranger,stranger
V00,0877,stranger,stranger
V00,0875,familiar,friends
V00,0870,familiar,family-generic
V00,0856,stranger,stranger
V00,0858,stranger,stranger
V00,0876,stranger,stranger
V00,0849,stranger,stranger
V00,0873,stranger,stranger
V00,0872,stranger,stranger
V00,0839,stranger,stranger
V00,0845,stranger,stranger
V00,0878,stranger,stranger
V00,0885,stranger,stranger
V00,0825,familiar,friends
V00,0847,stranger,stranger
V00,0861,stranger,stranger
V00,0819,familiar,friends
V00,0865,familiar,friends
V00,0868,stranger,stranger
V00,0827,stranger,stranger
V00,0822,stranger,stranger
V00,0826,familiar,friends
V00,0846,stranger,stranger
V00,0824,stranger,stranger
V00,0850,stranger,stranger
V00,0828,familiar,friends
V00,0821,familiar,friends
V00,0829,familiar,friends
V00,0818,stranger,stranger
V00,0823,stranger,stranger
V00,0844,stranger,stranger
V00,0817,familiar,friends
V00,0816,stranger,stranger
V00,0830,familiar,friends
V00,0848,stranger,stranger
V00,0820,stranger,stranger
V00,0832,stranger,stranger
V00,0831,familiar,friends
V00,0836,stranger,stranger
V00,0833,stranger,stranger
V00,0834,stranger,stranger
V00,0946,stranger,stranger
V00,0851,familiar,family-generic
V00,0837,stranger,stranger
V00,0842,stranger,stranger
V00,0841,stranger,stranger
V00,0835,stranger,stranger
V00,0840,familiar,friends
V00,0955,stranger,stranger
V00,0932,stranger,stranger
V00,0954,familiar,dating/spouse/romantic_partner
V00,0838,stranger,stranger
V00,0953,stranger,stranger
V00,0937,familiar,family-generic
V00,0939,familiar,friends
V00,0938,familiar,friends
V00,0843,stranger,stranger
V00,0929,familiar,family-generic
V00,0935,familiar,friends
V00,0934,familiar,friends
V00,0931,stranger,stranger
V00,0936,familiar,family-generic
V00,0933,familiar,friends
V00,0944,stranger,stranger
V00,0927,stranger,stranger
V00,0926,stranger,stranger
V00,0928,stranger,stranger
V00,0943,stranger,stranger
V00,0945,familiar,friends
V00,0941,familiar,dating/spouse/romantic_partner
V00,0930,stranger,stranger
V00,0924,stranger,stranger
V00,0948,familiar,friends
V00,0947,stranger,stranger
V00,0940,stranger,stranger
V00,0792,familiar,friends
V00,0951,stranger,stranger
V00,0942,stranger,stranger
V00,0812,stranger,stranger
V00,0813,familiar,friends
V00,0815,stranger,stranger
V00,0783,stranger,stranger
V00,0952,familiar,friends
V00,0949,stranger,stranger
V00,0789,stranger,stranger
V00,0925,stranger,stranger
V00,0950,familiar,dating/spouse/romantic_partner
V00,0804,familiar,friends
V00,0811,stranger,stranger
V00,0809,stranger,stranger
V00,0808,stranger,stranger
V00,0803,familiar,friends
V00,0790,stranger,stranger
V00,0794,stranger,stranger
V00,0791,familiar,friends
V00,0786,stranger,stranger
V00,0785,stranger,stranger
V00,0788,stranger,stranger
V00,0784,stranger,stranger
V00,0781,stranger,stranger
V00,0782,stranger,stranger
V00,0793,stranger,stranger
V00,0787,familiar,family-generic
V00,0814,familiar,family-generic
V00,0801,familiar,family-generic
V00,0797,familiar,friends
V00,0799,familiar,friends
V00,0795,familiar,friends
V00,0798,stranger,stranger
V00,0796,stranger,stranger
V00,0800,stranger,stranger
V00,0806,stranger,stranger
V00,0802,stranger,stranger
V00,0805,stranger,stranger
V00,0807,familiar,friends
V00,0810,stranger,stranger
V00,1981,stranger,stranger
V00,1991,familiar,friends
V00,1979,stranger,stranger
V00,1994,familiar,dating/spouse/romantic_partner
V00,1987,stranger,stranger
V00,0780,stranger,stranger
V00,1996,familiar,friends
V00,1971,stranger,stranger
V00,1970,stranger,stranger
V00,1973,stranger,stranger
V00,1975,stranger,stranger
V00,1978,stranger,stranger
V00,1984,familiar,friends
V00,1985,stranger,stranger
V00,1972,stranger,stranger
V00,2001,familiar,family-generic
V00,1997,familiar,friends
V00,1977,stranger,stranger
V00,1982,familiar,friends
V00,1976,stranger,stranger
V00,1983,familiar,family-generic
V00,2000,familiar,friends
V00,1988,familiar,family-generic
V00,1986,familiar,dating/spouse/romantic_partner
V00,1974,stranger,stranger
V00,1980,stranger,stranger
V00,1992,familiar,family-generic
V00,1989,familiar,friends
V00,1995,familiar,friends
V00,1993,familiar,coworkers
V00,1990,familiar,coworkers
V00,1998,familiar,friends
V00,1948,stranger,stranger
V00,1969,familiar,friends
V00,1944,stranger,stranger
V00,1999,familiar,friends
V00,1939,stranger,stranger
V00,1968,familiar,friends
V00,1947,stranger,stranger
V00,1958,familiar,friends
V00,1938,stranger,stranger
V00,1950,stranger,stranger
V00,1940,stranger,stranger
V00,1949,stranger,stranger
V00,1942,stranger,stranger
V00,1963,familiar,friends
V00,1956,stranger,stranger
V00,1941,stranger,stranger
V00,1967,stranger,stranger
V00,1952,stranger,stranger
V00,1951,stranger,stranger
V00,1953,stranger,stranger
